name,stage,amount_raised,current_investors,investment_sector,geography,date,website,Funding Announcment,ctvc_link
Supercritical,Series A,13000000,Lightspeed Venture Partners; RTP Global; Greencode Ventures; MMC Ventures,General Catalyst,"London, UK",26-Jun-23,gosupercritical.com,"https://www.axios.com/pro/climate-deals/2023/06/21/supercritical-raises-13m-carbon-removal-lightspeed?ref=ctvc.co#:~:text=Supercritical%2C%20a%20startup%20building%20a,way%20to%20hit%20their%20targets.",https://www.ctvc.co//lpo-ford-battery-production/
Focused Energy,Series A,11000000,Prime Movers Lab; VCP Capital,"Energy, Power & Storage","Austin, TX",26-Jun-23,focusedenergy.work,https://www.finsmes.com/2023/06/focused-energy-raises-additional-11m-in-series-a-funding.html?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
TreaTech,Series A,10000000,CMA CGM; ENGIE New Ventures; European Innovation Council; Holdigaz; Montrose; Sipchem,"Waste, Plastic & Recycling","Lausanne, Switzerland",26-Jun-23,trea-tech.com,https://trea-tech.com/seriesa/?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
Hyfé,Seed,9000000,Alumni Ventures; Overwater Ventures; Refactor Capital; Supply Change Capital; Synthesis Capital; The Engine; XFactor Ventures,"Waste, Plastic & Recycling","Chicago, IL",26-Jun-23,,"https://www.axios.com/pro/climate-deals/2023/06/22/hyfe-michelle-ruiz-rosie-wardle-synthesis-capital-protein-fermentation-wastewater?ref=ctvc.co#:~:text=Hyf%C3%A9%20closed%20a%20%249%20million,used%20to%20fuel%20protein%20production",https://www.ctvc.co//lpo-ford-battery-production/
CleanHub,Seed,7000000,468 Capital; Daniel Bartus; Integra Partners; Lakestar; Silence VC; Übermorgen Ventures,"Waste, Plastic & Recycling","Berlin, Germany",26-Jun-23,cleanhub.com,https://www.eu-startups.com/2023/06/berlin-based-cleanhub-secures-e6-4-million-to-become-the-digital-infrastructure-of-the-futures-waste-management/?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
Carbonwave,Seed,6000000,Pegasus Capital Advisors; Global Fund for Coral Reefs,General Catalyst,"Boston, MA",26-Jun-23,carbonwave.com,https://finance.yahoo.com/news/pegasus-capital-advisors-global-fund-170600617.html?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
WindBorne Systems,Seed,6000000,Footwork; Harvest Ventures; Humba Ventures; Khosla Ventures; Pear VC; Ubiquity Ventures,"Energy, Power & Storage","Stanford, CA",26-Jun-23,windbornesystems.com,https://www.axios.com/pro/climate-deals/2023/06/22/windborne-raises-6m-weather-balloons?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
Crux,Seed Extension,4000000,Ardent Venture Partners; QED Investors; Lowercarbon Capital; New System Ventures; Overture VC,General Catalyst,"New York, NY",26-Jun-23,cruxnow.com,https://www.axios.com/2023/06/21/exclusive-startup-gets-cash-to-unlock-climate-law-credits?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
Rhizocore Technologies,Seed,4000000,Collaborative Fund; Grok Ventures; ReGen Ventures,"Food, Agriculture & Forestry","Edinburgh, United Kingdom",26-Jun-23,rhizocore.com,https://scottishbusinessnews.net/rhizocore-technologies-receives-3-5-million-backing-to-revolutionise-the-future-of-reforestation/?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
Squake,Seed,4000000,BackBone Ventures; Lufthansa; Neosfer; Rivus Capital; Schenker Ventures; Simon Capital,General Catalyst,"Berlin, Germany",26-Jun-23,squake.earth,https://www.eu-startups.com/2023/06/berlin-based-squake-raises-e3-5-million-to-enable-travel-and-logistics-players-to-make-more-sustainable-choices/?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
Kubik,Seed,3000000,Andav Capital; BESTSELLER Foundation; GIIG Africa Fund; Kazana Fund; Plug and Play; Princeton Alumni Angels; Renaissance Partners; Satgana; Savannah Fund; Unruly Capital,Buildings,"Nairobi, Kenya",26-Jun-23,kubik-rubik.de,https://techcrunch.com/2023/06/22/kubik/?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
Highwood Emissions Management,Seed,3000000,Energy Capital Ventures; Veritec Ventures,Industrial Processes & Management,"Calgary, Canada",26-Jun-23,highwoodemissions.com,https://www.benzinga.com/pressreleases/23/06/b32950919/highwood-emissions-management-closes-3m-seed-round-empowering-energy-companies-to-achieve-climate-?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
Adamo Foods,Pre-Seed,2000000,SFC Capital,"Food, Agriculture & Forestry","London, UK",26-Jun-23,adamofoods.com,https://vegconomist.com/investments-finance/investments-acquisitions/adamo-foods-raise-mycelium-steaks/?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
1MT Nation,Seed,1000000,Margus Kohava; Warmeston,General Catalyst,"Tallinn, Estonia",26-Jun-23,montanaguard.net,https://www.baltictimes.com/co_restoring_lands_in_africa_raises_eur_1_mln_from_estonian_investors/?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
Solar X Works,Undisclosed,,GW Global Partners,"Energy, Power & Storage","Moses Lake, WA",26-Jun-23,solarxworks.com,https://www.businesswire.com/news/home/20230622136064/en/Solar-X-Works-Welcomes-GW-Global-Partners-as-Strategic-Equity-Investor?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
BlueOval SK,Conditional Commitment for Loan,9200000000,,"Energy, Power & Storage","Stanton, TN",26-Jun-23,blueovalsk.com,https://www.energy.gov/lpo/articles/lpo-announces-conditional-commitment-loan-blueoval-sk-further-expand-us-ev-battery?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
Northvolt,Convertible Notes,400000000,,"Energy, Power & Storage","Stockholm, Sweden",26-Jun-23,northvolt.com,https://www.ft.com/content/2b4767ac-6935-4ef7-93fe-ac0738296828?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
Octopus Electric Vehicles,,192000000,Pollen Street Capital,Transportation & Mobility,"London, UK",26-Jun-23,octopusev.com,https://news.sky.com/story/octopus-spreads-tentacles-with-150m-funding-for-ev-leg-12905477?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
GridPoint,,150000000,HASI,Buildings,"Arlington, VA",26-Jun-23,gridpoint.com,https://www.businesswire.com/news/home/20230621247917/en/GridPoint-Announces-New-150M-Credit-Facility-from-HASI-to-Expand-Financing-of-Energy-Optimization-Platform?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
Verde Bioresins,SPAC,,TLGY Acquisition Corp,"Waste, Plastic & Recycling","Santa Monica, CA",26-Jun-23,verdebioresins.com,https://www.businesswire.com/news/home/20230622187747/en/Verde-Bioresins-to-Become-Publicly-Traded-via-Planned-Business-Combination-With-TLGY-Acquisition-Corporation?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
JEPLAN,SPAC,,AP Acquisition Corp,"Waste, Plastic & Recycling","Tokyo, Japan",26-Jun-23,jeplan.co.jp,https://www.marketscreener.com/quote/stock/AP-ACQUISITION-CORP-132978050/news/AP-Acquisition-JEPLAN-Inc-a-Japanese-PET-chemical-recycling-technology-company-to-seek-listing-44130789/?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
Optimum Energy,Acquisition,,Bernhard Capital Partners,Buildings,"Seattle, WA",26-Jun-23,optimumenergyco.com,https://www.prnewswire.com/news-releases/bernhard-capital-partners-to-partner-with-optimum-energy-301858340.html?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
Oregon Shines,Acquisition,,Arcadia,"Energy, Power & Storage","Portland, OR",26-Jun-23,oregonshines.com,https://www.prnewswire.com/news-releases/arcadia-acquires-oregon-shines-301857044.html?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
Battery Smart,pre-Series B,33000000,Tiger Global Management; Ecosystem Integrity Fund; British International Investment; Blume Ventures,"Energy, Power & Storage","New Delhi, India",10-Jul-23,batterysmart.in,https://energy.economictimes.indiatimes.com/news/power/battery-smart-secures-33-million-in-pre-series-b-funding/101535247?redirect=1&ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
Carbon Recycling International,,30000000,Equinor Ventures; Sjova; Jöklar-Securities; Value - Pension fund,"Energy, Power & Storage","Reykjavík, Iceland",10-Jul-23,carbonrecycling.is,https://arcticstartup.com/carbon-recycling-international-raises-30m/?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
GeologicAI,Series A,20000000,Breakthrough Energy Ventures,Industrial Processes & Management,"Calgary, Canada",10-Jul-23,geologicai.com,https://www.finsmes.com/2023/06/geologicai-raises-20m-in-series-a-funding.html?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
Material Evolution,Series A,19000000,Kompas VC; Norrsken VC; Circle Rock; SigmaRoc,Buildings,"Dover, DE",10-Jul-23,materialevolution.com,https://techcrunch.com/2023/06/29/material-evolution-raises-19m-to-decarbonise-the-cement-industry/?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
Woodio,Growth,18000000,European Innovation Council; United Bankers,Buildings,"Helsinki, Finland",10-Jul-23,woodio.fi,https://siliconcanals.com/crowdfunding/woodio-secures-16-3m/?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
Bluu Seafood,Series A,18000000,Delivery Hero Ventures; Dr.Oetker; Hannes Ametsreiter; LBBW VC; Manta Ray Ventures; Norrsken VC; SeaX Ventures; Sparkfood,"Food, Agriculture & Forestry","Berlin, Germany",10-Jul-23,bluu.bio,https://techcrunch.com/2023/06/28/bluu-seafood-reels-in-17-5m-to-bring-cultivated-fish-products-to-market/?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
WasteFuel,Series B,16000000,BP Ventures; Aileen Getty; Guy Oseary; i(x) Net Zero; Maersk Growth; NetJets; Prime Infrastructure Capital; Time Ventures,"Energy, Power & Storage","Los Angeles, CA",10-Jul-23,wastefuel.com,https://www.bp.com/en/global/corporate/news-and-insights/press-releases/bp-expands-investment-in-bioenergy-collaborating-with-us-biofuels-developer-wastefuel.html?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
VSPARTICLE,Venture,16000000,Plural Platform; BlueYard Capital,Other,"Delft, The Netherlands",10-Jul-23,vsparticle.com,https://siliconcanals.com/crowdfunding/vsparticle-secures-14-5m/?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
DePoly,Series A,14000000,BASF Venture Capital; Wingman Ventures; Zürcher Kantonal Bank; Angel Invest; Beiersdorf; ACE & Company; Ciech Ventures; Infinity Recycling,"Waste, Plastic & Recycling","Sion, Switzerland",10-Jul-23,depoly.co,https://www.depoly.co/article/seed-funding-round/?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
ChargeX,Series B,13000000,UVC Partners; Bayern Kapital; Ponooc; Verve Ventures; Smart Energy Innovations Fond; BonVenture,Transportation & Mobility,"Munich, Germany",10-Jul-23,chargex.de,https://siliconcanals.com/news/startups/uvc-partners-backs-chargex-in-11-5m-round/?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
EX-Fusion,Seed,12000000,ANRI; Nissay Capital; Delight Ventures; Mitsui Sumitomo Insurance Venture Capital; other investors,"Energy, Power & Storage","Osaka, Japan",10-Jul-23,ex-fusion.com,https://www.prnewswire.com/news-releases/japanese-laser-fusion-company-ex-fusion-raises-1-8-billion-yen-as-seed-round-with-plans-to-advance-laser-fusion-research-and-development-301870723.html?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
Service4Charger,Series A,11000000,BP Ventures; SmartEnergy Innovation Fund,Transportation & Mobility,"Berlin, Germany",10-Jul-23,service4charger.de,https://www.bp.com/en/global/corporate/news-and-insights/press-releases/bp-invests-7-5-m-in-ev-charging-service-provider-service4charger-as-part-of-a-10-m-series-a-funding-round.html?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
BillionElectric,Seed,,,Transportation & Mobility,"Vadodara, India",10-Jul-23,billion.com,https://auto.economictimes.indiatimes.com/news/industry/billionelectric-unveils-e-mobility-platform-for-e-cvs-secures-usd-10-mn-in-seed-funding/101299619?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
Gradient,Series A,9000000,Climate Investment,Buildings,"San Francisco, CA",10-Jul-23,gradientcomfort.com,https://www.businesswire.com/news/home/20230627361226/en/Gradient-Comfort-Raises-Additional-9-Million-in-Series-A-Financing-Led-by-Climate-Investment?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
Ampd Energy,Series A,8000000,2150; Taronga Ventures,"Energy, Power & Storage","Sha Tin, Hong Kong",10-Jul-23,ampd.energy,https://www.dealstreetasia.com/stories/ampd-energy-funding-349935?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
AtmosZero,Seed,8000000,Energy Impact Partners; AENU; Starlight Ventures,"Energy, Power & Storage","Fort Collins, CO",10-Jul-23,atmoszero.energy,https://www.businesswire.com/news/home/20230627537667/en/AtmosZero-Emerges-from-Stealth-to-Decarbonize-Industrial-Boilers?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
Raincoat,Seed,7000000,Two Sigma Ventures; Alma Mundi Ventures; Elefund; Revolution’s Rise of the Rest Seed Fund,Other,"San Juan, Puerto Rico",10-Jul-23,teamraincoat.com,"https://www.axios.com/pro/fintech-deals/2023/06/26/climate-insurtech-raincoat-6-million?ref=ctvc.co#:~:text=Raincoat%2C%20a%20Puerto%2DRico%20based,Sigma%20Ventures%20and%20Mundi%20Ventures.",https://www.ctvc.co//voluntary-carbon-market-standards/
eAgronom,Series A,6000000,ICOS Capital; Soulmates Ventures; SmartCap Green Fund,"Food, Agriculture & Forestry","Tartu, Estonia",10-Jul-23,eagronom.com,https://tech.eu/2023/06/27/estonian-agtech-start-up-eagronom-has-raised-55-million-to-plough-into-its-carbon-credit-programme-for-sustainable-practices-in-farming/?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
vilisto,Series A,5000000,SET Ventures; E.R. Capital Holdings,Buildings,"Hamburg, Germany",10-Jul-23,vilisto.de,https://tech.eu/2023/07/09/germanys-vilisto-turns-down-the-heat-in-eur5-million-funding-round/?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
Bluedot,Seed,5000000,Y Combinator; Leap Forward Ventures; Samsara Ventures; Operator Stack; LACI; Ford Driventure; ScaleX,Transportation & Mobility,"San Francisco, CA",10-Jul-23,bluedot.io,https://www.finsmes.com/2023/06/bluedot-secures-5m-in-total-funding.html?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
EVOS Energy,Seed,5000000,Autostrada,Transportation & Mobility,"Brisbane, Australia",10-Jul-23,evos.com.au,https://www.smartcompany.com.au/startupsmart/news/brisbane-startup-evos-raises-5-million-ev-charging/?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
Vegh,Seed,5000000,,Transportation & Mobility,"Bhatinda, India",10-Jul-23,veghealth.com,https://www.telematicswire.net/ev-startup-vegh-raises-5-million-in-pre-series-round/?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
Greenlyte Carbon Technologies,Pre-Seed,5000000,Earlybird Capital,"Energy, Power & Storage","Dedham, United Kingdom",10-Jul-23,greenlyte.tech,https://tech.eu/2023/06/27/greenlyte-carbon-technology-raised-an-additional/?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
Turn2x,Seed,5000000,LEA Partners; Verve Ventures; First Momentum Ventures,"Energy, Power & Storage","Munich, Germany",10-Jul-23,turnxon.com,https://www.breakinglatest.news/business/pitch-deck-how-turn2x-raised-millions-from-investors/?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
Dalan Animal Health,Seed,5000000,Prime Movers Lab; At One Ventures,"Food, Agriculture & Forestry","Athens, GA",10-Jul-23,dalan.com,https://www.businesswire.com/news/home/20230627720385/en?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
Vok Bikes,Seed,4000000,SmartCap Metaplanet Holdings; Specialist VC; Sunly,Transportation & Mobility,"Tallinn, Estonia",10-Jul-23,vokbikes.com,https://tech.eu/2023/06/29/estonia-s-vok-bikes-raises-3-8-million-to-push-delivery-of-its-electric-cargo-bikes-across-europe/?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
Maxem,Series A,4000000,Breesaap Green Link; SHIFT Invest,"Energy, Power & Storage","Amsterdam, Netherlands",10-Jul-23,maxem.ie,https://siliconcanals.com/crowdfunding/maxem-secures-3m/?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
NEU Battery Materials,Seed,4000000,SGInnovate; ComfortDelGro; Paragon Capital Management Singapore; other investors,"Waste, Plastic & Recycling","Singapore, Singapore",10-Jul-23,neumaterials.com,https://www.finsmes.com/2023/07/neu-battery-materials-raises-us3-7m-in-seed-funding.html?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
Planckian,Pre-Seed,3000000,CDP Venture Capital; Eureka Venture; Exor,"Energy, Power & Storage","Pisa, Italy",10-Jul-23,,https://www.finsmes.com/2023/06/planckian-closes-e2-7m-pre-seed-funding.html?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
Steady Energy,Seed,2000000,VTT Technical Research Centre of Finland; Lifeline Ventures; Yes VC,"Energy, Power & Storage","Espoo, Finland",10-Jul-23,,https://finance.yahoo.com/news/steady-energy-raises-2-million-095400882.html?guccounter=1&guce_referrer=aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8&guce_referrer_sig=AQAAAHOHd2mIul2oMxzhYKtwbXMz-TiMOdLXIHGEJIAxwrY65CJi_RdxmMD3M2MMkP_jl6m8ZdsaCqjbYuKFwNPyNKX50NKIqvXGlaGUSZwb-wjJTiYOrBrxdw3_QQSxGY2vGzlU_yUdqrEhHhhHKdbMvQlFTKgEZnAmaPXhQUmdiivr&ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
Urbyn,Seed,2000000,Asterion Ventures,Industrial Processes & Management,"Paris, France",10-Jul-23,urbyn.co,https://www.maddyness.com/2023/06/27/urbyn-dechets-levee-de-fonds/?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
Pess Energy,Series A,2000000,Rise Partners; BioHomeTech; IODA Consulting,"Energy, Power & Storage","Marseille, France",10-Jul-23,pessenergy.com,https://gomet.net/pess-energy-marseille-deux-millions/?ref=ctvc.co,https://www.ctvc.co//voluntary-carbon-market-standards/
